"ine","Ficha","Municipio","Provincia","Comarca","Total","ODS","name","value"
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods5","ods5.indexParitat",44
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods5","ods5.percDif",-28.9
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods6","ods6.consHab",160.8
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods6","ods6.total_m3",1.241
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods6","ods6.vuln",1
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods7","ods7.gas.hab.dia",NA
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods7","ods7.propFG",37.5
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods7","ods7.tasa.Ins",3.62
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods8","ods8.tasaParo",8.6
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods8","ods8.tasPib",NA
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods9","ods9.percInd",21.4
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods9","ods9.taxEmpInd",6.5
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods10","ods10.pobr",19.6
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods10","ods10.gini",28
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods10","ods10.dep",42.5
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods11","ods11.indAcc",20.6
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods11","ods11.InMot1000",834.716981132075
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods11","ods11.supVerd_hab",169.0610296
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods11","ods11.pct_inun",0
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods12","ods12.select.kg_hab",200.33
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods12","ods12.fr_selectiva",38.18
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods13","ods13.Gasto_17perHab",107.87
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods13","ods13.Participa",1
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods15","ods15.tasaBosque",42.1
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods15","ods15.snuPerc",93.4
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods16","ods16.tasaCrimConv",NA
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods16","ods16.percVotants",59.6
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods16","ods16.deut.hab",344.7
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods17","ods17.coopIngr",NA
"43036","43036-cabra-del-camp","Cabra del Camp","Tarragona","Alt Camp",1325,"ods17","ods17.coopHab",NA
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods01","ods01.rdfb.hab",15546
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods01","ods01.PobrSev",11
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods01","ods01.Gasto_23perHab",63.19
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods2","ods2.propEco",26.7
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods2","ods2.propSau",9.7
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods3","ods3.MortGen",8.6
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods3","ods3.EV",83.1644670542218
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods4","ods4.tasaSup",18.7
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods4","ods4.Gasto_32perHab",72.64
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods5","ods5.percAtFem",60.4740109097749
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods5","ods5.indexParitat",57
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods5","ods5.percDif",-26.8
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods6","ods6.consHab",225.1
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods6","ods6.total_m3",2.076
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods6","ods6.vuln",0
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods7","ods7.gas.hab.dia",2.18
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods7","ods7.propFG",37.1
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods7","ods7.tasa.Ins",2.66
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods8","ods8.tasaParo",7.9
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods8","ods8.tasPib",7.54749419754148
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods9","ods9.percInd",5.9
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods9","ods9.taxEmpInd",3.4
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods10","ods10.pobr",23.9
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods10","ods10.gini",31.8
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods10","ods10.dep",55.6
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods11","ods11.indAcc",23.6
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods11","ods11.InMot1000",578.642252985713
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods11","ods11.supVerd_hab",25.62456774
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods11","ods11.pct_inun",1.5
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods12","ods12.select.kg_hab",303.55
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods12","ods12.fr_selectiva",45.61
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods13","ods13.Gasto_17perHab",119.96
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods13","ods13.Participa",1
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods15","ods15.tasaBosque",9.7
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods15","ods15.snuPerc",41.7
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods16","ods16.tasaCrimConv",35.45
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods16","ods16.percVotants",47.74
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods16","ods16.deut.hab",900.1
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods17","ods17.coopIngr",NA
"43037","43037-calafell","Calafell","Tarragona","Baix Penedès",31567,"ods17","ods17.coopHab",NA
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods01","ods01.rdfb.hab",17061
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods01","ods01.PobrSev",9.4
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods01","ods01.Gasto_23perHab",83.32
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods2","ods2.propEco",22.7
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods2","ods2.propSau",40.3
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods3","ods3.MortGen",7.1
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods3","ods3.EV",84.2996843357207
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods4","ods4.tasaSup",20
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods4","ods4.Gasto_32perHab",95.53
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods5","ods5.percAtFem",62.0487544958039
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods5","ods5.indexParitat",86
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods5","ods5.percDif",-29.6
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods6","ods6.consHab",197.7
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods6","ods6.total_m3",1.593
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods6","ods6.vuln",1
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods7","ods7.gas.hab.dia",2.59
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods7","ods7.propFG",37.4
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods7","ods7.tasa.Ins",2.32
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods8","ods8.tasaParo",6.2
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods8","ods8.tasPib",14.063532096319
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods9","ods9.percInd",4.7
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods9","ods9.taxEmpInd",2.9
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods10","ods10.pobr",20.1
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods10","ods10.gini",33.7
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods10","ods10.dep",52.7
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods11","ods11.indAcc",20.4
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods11","ods11.InMot1000",669.301640952952
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods11","ods11.supVerd_hab",23.63447491
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods11","ods11.pct_inun",1.08
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods12","ods12.select.kg_hab",352.14
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods12","ods12.fr_selectiva",49.58
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods13","ods13.Gasto_17perHab",70.74
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods13","ods13.Participa",1
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods15","ods15.tasaBosque",0.7
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods15","ods15.snuPerc",66.2
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods16","ods16.tasaCrimConv",36.39
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods16","ods16.percVotants",49.15
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods16","ods16.deut.hab",186.6
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods17","ods17.coopIngr",0.12
"43038","43038-cambrils","Cambrils","Tarragona","Baix Camp",36686,"ods17","ods17.coopHab",1.2
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods01","ods01.rdfb.hab",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods01","ods01.PobrSev",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods01","ods01.Gasto_23perHab",11.01
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods2","ods2.propEco",3.4
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods2","ods2.propSau",11.9
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods3","ods3.MortGen",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods3","ods3.EV",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods4","ods4.tasaSup",45.9
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods4","ods4.Gasto_32perHab",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods5","ods5.percAtFem",24.4897959183673
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods5","ods5.indexParitat",80
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods5","ods5.percDif",-17.8
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods6","ods6.consHab",104.4
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods6","ods6.total_m3",1.036
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods6","ods6.vuln",0
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods7","ods7.gas.hab.dia",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods7","ods7.propFG",7.7
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods7","ods7.tasa.Ins",8.49
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods8","ods8.tasaParo",6.8
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods8","ods8.tasPib",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods9","ods9.percInd",0
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods9","ods9.taxEmpInd",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods10","ods10.pobr",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods10","ods10.gini",28.7
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods10","ods10.dep",47.2
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods11","ods11.indAcc",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods11","ods11.InMot1000",858.490566037736
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods11","ods11.supVerd_hab",32.95499209
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods11","ods11.pct_inun",0
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods12","ods12.select.kg_hab",178.67
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods12","ods12.fr_selectiva",44.44
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods13","ods13.Gasto_17perHab",39.29
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods13","ods13.Participa",1
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods15","ods15.tasaBosque",23.3
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods15","ods15.snuPerc",99.3
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods16","ods16.tasaCrimConv",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods16","ods16.percVotants",91.43
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods16","ods16.deut.hab",0
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods17","ods17.coopIngr",NA
"43039","43039-capafonts","Capafonts","Tarragona","Baix Camp",106,"ods17","ods17.coopHab",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods01","ods01.rdfb.hab",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods01","ods01.PobrSev",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods01","ods01.Gasto_23perHab",7.39
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods2","ods2.propEco",15.1
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods2","ods2.propSau",19
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods3","ods3.MortGen",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods3","ods3.EV",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods4","ods4.tasaSup",36.9
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods4","ods4.Gasto_32perHab",68.55
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods5","ods5.percAtFem",64.8936170212766
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods5","ods5.indexParitat",86
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods5","ods5.percDif",-18.8
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods6","ods6.consHab",96.3
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods6","ods6.total_m3",1.348
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods6","ods6.vuln",0
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods7","ods7.gas.hab.dia",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods7","ods7.propFG",9.8
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods7","ods7.tasa.Ins",3.05
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods8","ods8.tasaParo",3.8
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods8","ods8.tasPib",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods9","ods9.percInd",62.5
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods9","ods9.taxEmpInd",0
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods10","ods10.pobr",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods10","ods10.gini",23.6
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods10","ods10.dep",73.2
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods11","ods11.indAcc",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods11","ods11.InMot1000",720.657276995305
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods11","ods11.supVerd_hab",6.585995928
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods11","ods11.pct_inun",0
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods12","ods12.select.kg_hab",212.98
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods12","ods12.fr_selectiva",73.54
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods13","ods13.Gasto_17perHab",11.01
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods13","ods13.Participa",1
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods15","ods15.tasaBosque",56
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods15","ods15.snuPerc",99.6
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods16","ods16.tasaCrimConv",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods16","ods16.percVotants",79.25
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods16","ods16.deut.hab",0
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods17","ods17.coopIngr",NA
"43040","43040-capcanes","Capçanes","Tarragona","Priorat",426,"ods17","ods17.coopHab",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods01","ods01.rdfb.hab",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods01","ods01.PobrSev",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods01","ods01.Gasto_23perHab",49.32
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods2","ods2.propEco",35.2
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods2","ods2.propSau",23.3
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods3","ods3.MortGen",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods3","ods3.EV",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods4","ods4.tasaSup",21.9
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods4","ods4.Gasto_32perHab",51.55
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods5","ods5.percAtFem",54.7826086956522
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods5","ods5.indexParitat",100
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods5","ods5.percDif",-15.2
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods6","ods6.consHab",99
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods6","ods6.total_m3",1.052
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods6","ods6.vuln",0
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods7","ods7.gas.hab.dia",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods7","ods7.propFG",31.8
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods7","ods7.tasa.Ins",0.83
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods8","ods8.tasaParo",9
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods8","ods8.tasPib",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods9","ods9.percInd",33.3
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods9","ods9.taxEmpInd",0
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods10","ods10.pobr",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods10","ods10.gini",32.5
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods10","ods10.dep",87.5
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods11","ods11.indAcc",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods11","ods11.InMot1000",725
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods11","ods11.supVerd_hab",9.652490341
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods11","ods11.pct_inun",0
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods12","ods12.select.kg_hab",318.76
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods12","ods12.fr_selectiva",58.32
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods13","ods13.Gasto_17perHab",366.12
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods13","ods13.Participa",1
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods15","ods15.tasaBosque",38.9
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods15","ods15.snuPerc",99.8
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods16","ods16.tasaCrimConv",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods16","ods16.percVotants",77.29
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods16","ods16.deut.hab",595.8
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods17","ods17.coopIngr",NA
"43041","43041-caseres","Caseres","Tarragona","Terra Alta",240,"ods17","ods17.coopHab",NA
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods01","ods01.rdfb.hab",20481
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods01","ods01.PobrSev",4.4
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods01","ods01.Gasto_23perHab",8.19
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods2","ods2.propEco",5.7
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods2","ods2.propSau",11.2
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods3","ods3.MortGen",NA
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods3","ods3.EV",NA
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods4","ods4.tasaSup",25.8
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods4","ods4.Gasto_32perHab",79.09
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods5","ods5.percAtFem",57.6235541535226
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods5","ods5.indexParitat",73
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods5","ods5.percDif",-25.7
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods6","ods6.consHab",120.4
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods6","ods6.total_m3",2.528
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods6","ods6.vuln",0
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods7","ods7.gas.hab.dia",1.88
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods7","ods7.propFG",18.3
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods7","ods7.tasa.Ins",7.22
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods8","ods8.tasaParo",4.7
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods8","ods8.tasPib",NA
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods9","ods9.percInd",6.7
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods9","ods9.taxEmpInd",1.8
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods10","ods10.pobr",8.5
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods10","ods10.gini",29.9
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods10","ods10.dep",48.4
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods11","ods11.indAcc",21.8
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods11","ods11.InMot1000",885.322634570378
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods11","ods11.supVerd_hab",49.00930129
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods11","ods11.pct_inun",0
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods12","ods12.select.kg_hab",241.59
"43042","43042-castellvell-del-camp","Castellvell del Camp","Tarragona","Baix Camp",2991,"ods12","ods12.fr_selectiva",71.27
